userId,movieId,rating,title
269,0,5.0,Toy Story (1995)
272,0,5.0,Toy Story (1995)
273,0,4.0,Toy Story (1995)
274,0,5.0,Toy Story (1995)
275,0,4.0,Toy Story (1995)
276,0,4.0,Toy Story (1995)
278,0,3.0,Toy Story (1995)
279,0,4.5,Toy Story (1995)
281,0,4.5,Toy Story (1995)
282,0,3.0,Toy Story (1995)
287,0,4.5,Toy Story (1995)
289,0,4.0,Toy Story (1995)
290,0,4.0,Toy Story (1995)
291,0,4.0,Toy Story (1995)
292,0,3.0,Toy Story (1995)
297,0,2.0,Toy Story (1995)
303,0,5.0,Toy Story (1995)
306,0,4.0,Toy Story (1995)
313,0,3.0,Toy Story (1995)
321,0,3.5,Toy Story (1995)
322,0,3.5,Toy Story (1995)
327,0,5.0,Toy Story (1995)
329,0,4.0,Toy Story (1995)
331,0,4.0,Toy Story (1995)
333,0,3.5,Toy Story (1995)
335,0,4.0,Toy Story (1995)
336,0,4.0,Toy Story (1995)
338,0,4.0,Toy Story (1995)
340,0,5.0,Toy Story (1995)
346,0,5.0,Toy Story (1995)
349,0,4.0,Toy Story (1995)
352,0,5.0,Toy Story (1995)
356,0,5.0,Toy Story (1995)
358,0,4.0,Toy Story (1995)
363,0,5.0,Toy Story (1995)
366,0,5.0,Toy Story (1995)
371,0,3.0,Toy Story (1995)
372,0,3.0,Toy Story (1995)
377,0,4.5,Toy Story (1995)
379,0,5.0,Toy Story (1995)
380,0,3.5,Toy Story (1995)
381,0,4.5,Toy Story (1995)
384,0,4.0,Toy Story (1995)
388,0,5.0,Toy Story (1995)
390,0,3.0,Toy Story (1995)
395,0,5.0,Toy Story (1995)
398,0,4.0,Toy Story (1995)
400,0,3.5,Toy Story (1995)
410,0,5.0,Toy Story (1995)
411,0,2.0,Toy Story (1995)
413,0,4.0,Toy Story (1995)
419,0,4.0,Toy Story (1995)
421,0,4.0,Toy Story (1995)
431,0,2.5,Toy Story (1995)
433,0,4.0,Toy Story (1995)
435,0,4.0,Toy Story (1995)
437,0,4.5,Toy Story (1995)
442,0,4.0,Toy Story (1995)
447,0,5.0,Toy Story (1995)
450,0,5.0,Toy Story (1995)
452,0,5.0,Toy Story (1995)
455,0,5.0,Toy Story (1995)
459,0,4.5,Toy Story (1995)
461,0,1.5,Toy Story (1995)
467,0,4.0,Toy Story (1995)
468,0,4.0,Toy Story (1995)
469,0,4.0,Toy Story (1995)
470,0,5.0,Toy Story (1995)
473,0,4.0,Toy Story (1995)
475,0,4.0,Toy Story (1995)
476,0,4.0,Toy Story (1995)
479,0,3.0,Toy Story (1995)
482,0,4.0,Toy Story (1995)
483,0,4.5,Toy Story (1995)
487,0,4.5,Toy Story (1995)
489,0,3.5,Toy Story (1995)
491,0,4.0,Toy Story (1995)
499,0,4.0,Toy Story (1995)
503,0,4.0,Toy Story (1995)
508,0,4.0,Toy Story (1995)
513,0,4.0,Toy Story (1995)
516,0,4.0,Toy Story (1995)
521,0,3.0,Toy Story (1995)
523,0,4.0,Toy Story (1995)
524,0,4.0,Toy Story (1995)
527,0,2.5,Toy Story (1995)
528,0,3.0,Toy Story (1995)
532,0,5.0,Toy Story (1995)
533,0,4.0,Toy Story (1995)
540,0,3.0,Toy Story (1995)
543,0,3.0,Toy Story (1995)
549,0,4.0,Toy Story (1995)
554,0,4.0,Toy Story (1995)
558,0,5.0,Toy Story (1995)
559,0,3.0,Toy Story (1995)
560,0,4.0,Toy Story (1995)
561,0,4.5,Toy Story (1995)
566,0,3.5,Toy Story (1995)
569,0,4.0,Toy Story (1995)
571,0,4.0,Toy Story (1995)
572,0,5.0,Toy Story (1995)
578,0,4.0,Toy Story (1995)
579,0,3.0,Toy Story (1995)
583,0,5.0,Toy Story (1995)
586,0,5.0,Toy Story (1995)
589,0,4.0,Toy Story (1995)
595,0,4.0,Toy Story (1995)
596,0,4.0,Toy Story (1995)
598,0,3.0,Toy Story (1995)
599,0,2.5,Toy Story (1995)
600,0,4.0,Toy Story (1995)
602,0,4.0,Toy Story (1995)
603,0,3.0,Toy Story (1995)
604,0,4.0,Toy Story (1995)
605,0,2.5,Toy Story (1995)
606,0,4.0,Toy Story (1995)
607,0,2.5,Toy Story (1995)
608,0,3.0,Toy Story (1995)
609,0,5.0,Toy Story (1995)
0,2,4.0,Grumpier Old Men (1995)
5,2,5.0,Grumpier Old Men (1995)
18,2,3.0,Grumpier Old Men (1995)
31,2,3.0,Grumpier Old Men (1995)
41,2,4.0,Grumpier Old Men (1995)
42,2,5.0,Grumpier Old Men (1995)
43,2,3.0,Grumpier Old Men (1995)
50,2,4.0,Grumpier Old Men (1995)
57,2,3.0,Grumpier Old Men (1995)
63,2,3.5,Grumpier Old Men (1995)
67,2,2.0,Grumpier Old Men (1995)
90,2,3.0,Grumpier Old Men (1995)
99,2,3.5,Grumpier Old Men (1995)
101,2,5.0,Grumpier Old Men (1995)
115,2,3.5,Grumpier Old Men (1995)
116,2,3.0,Grumpier Old Men (1995)
149,2,3.0,Grumpier Old Men (1995)
150,2,3.0,Grumpier Old Men (1995)
168,2,5.0,Grumpier Old Men (1995)
178,2,4.0,Grumpier Old Men (1995)
216,2,1.0,Grumpier Old Men (1995)
225,2,3.5,Grumpier Old Men (1995)
239,2,4.0,Grumpier Old Men (1995)
268,2,4.0,Grumpier Old Men (1995)
269,2,3.0,Grumpier Old Men (1995)
287,2,4.0,Grumpier Old Men (1995)
288,2,2.5,Grumpier Old Men (1995)
293,2,1.0,Grumpier Old Men (1995)
301,2,3.0,Grumpier Old Men (1995)
306,2,3.5,Grumpier Old Men (1995)
307,2,0.5,Grumpier Old Men (1995)
320,2,3.0,Grumpier Old Men (1995)
329,2,3.0,Grumpier Old Men (1995)
336,2,4.0,Grumpier Old Men (1995)
367,2,3.0,Grumpier Old Men (1995)
409,2,4.0,Grumpier Old Men (1995)
413,2,4.0,Grumpier Old Men (1995)
447,2,3.0,Grumpier Old Men (1995)
455,2,3.0,Grumpier Old Men (1995)
469,2,3.0,Grumpier Old Men (1995)
476,2,3.0,Grumpier Old Men (1995)
479,2,2.5,Grumpier Old Men (1995)
491,2,4.0,Grumpier Old Men (1995)
500,2,5.0,Grumpier Old Men (1995)
543,2,3.0,Grumpier Old Men (1995)
551,2,1.0,Grumpier Old Men (1995)
554,2,5.0,Grumpier Old Men (1995)
587,2,3.0,Grumpier Old Men (1995)
589,2,3.0,Grumpier Old Men (1995)
593,2,4.0,Grumpier Old Men (1995)
598,2,1.5,Grumpier Old Men (1995)
607,2,2.0,Grumpier Old Men (1995)
0,5,4.0,Heat (1995)
5,5,4.0,Heat (1995)
10,5,5.0,Heat (1995)
17,5,4.0,Heat (1995)
22,5,4.0,Heat (1995)
23,5,4.5,Heat (1995)
27,5,3.5,Heat (1995)
31,5,3.0,Heat (1995)
43,5,3.0,Heat (1995)
44,5,4.0,Heat (1995)
56,5,3.0,Heat (1995)
61,5,4.5,Heat (1995)
63,5,4.5,Heat (1995)
67,5,4.0,Heat (1995)
78,5,4.0,Heat (1995)
81,5,3.5,Heat (1995)
83,5,4.0,Heat (1995)
90,5,5.0,Heat (1995)
101,5,3.0,Heat (1995)
104,5,4.0,Heat (1995)
108,5,3.0,Heat (1995)
111,5,4.5,Heat (1995)
116,5,3.0,Heat (1995)
120,5,5.0,Heat (1995)
139,5,5.0,Heat (1995)
149,5,4.0,Heat (1995)
159,5,2.0,Heat (1995)
165,5,3.5,Heat (1995)
180,5,3.0,Heat (1995)
181,5,4.5,Heat (1995)
190,5,4.0,Heat (1995)
194,5,4.0,Heat (1995)
198,5,4.0,Heat (1995)
201,5,5.0,Heat (1995)
216,5,2.0,Heat (1995)
218,5,3.5,Heat (1995)
219,5,3.5,Heat (1995)
238,5,5.0,Heat (1995)
243,5,5.0,Heat (1995)
265,5,4.0,Heat (1995)
268,5,5.0,Heat (1995)
269,5,3.0,Heat (1995)
273,5,4.0,Heat (1995)
281,5,4.0,Heat (1995)
285,5,4.5,Heat (1995)
293,5,3.0,Heat (1995)
296,5,5.0,Heat (1995)
304,5,3.5,Heat (1995)
307,5,1.0,Heat (1995)
311,5,4.0,Heat (1995)
312,5,3.0,Heat (1995)
313,5,3.0,Heat (1995)
316,5,5.0,Heat (1995)
317,5,4.0,Heat (1995)
324,5,4.0,Heat (1995)
335,5,4.0,Heat (1995)
336,5,5.0,Heat (1995)
338,5,4.0,Heat (1995)
352,5,4.0,Heat (1995)
361,5,4.0,Heat (1995)
367,5,4.0,Heat (1995)
371,5,5.0,Heat (1995)
372,5,5.0,Heat (1995)
379,5,5.0,Heat (1995)
384,5,3.0,Heat (1995)
385,5,3.0,Heat (1995)
388,5,5.0,Heat (1995)
390,5,4.0,Heat (1995)
399,5,5.0,Heat (1995)
413,5,3.0,Heat (1995)
424,5,4.0,Heat (1995)
433,5,4.0,Heat (1995)
436,5,5.0,Heat (1995)
437,5,5.0,Heat (1995)
443,5,4.0,Heat (1995)
450,5,4.0,Heat (1995)
468,5,3.0,Heat (1995)
469,5,3.0,Heat (1995)
473,5,3.0,Heat (1995)
479,5,4.0,Heat (1995)
485,5,5.0,Heat (1995)
491,5,3.0,Heat (1995)
492,5,4.0,Heat (1995)
500,5,3.0,Heat (1995)
520,5,4.0,Heat (1995)
523,5,4.0,Heat (1995)
531,5,5.0,Heat (1995)
552,5,5.0,Heat (1995)
558,5,5.0,Heat (1995)
560,5,4.0,Heat (1995)
572,5,4.5,Heat (1995)
576,5,4.0,Heat (1995)
579,5,4.0,Heat (1995)
587,5,5.0,Heat (1995)
589,5,3.5,Heat (1995)
591,5,3.0,Heat (1995)
596,5,3.0,Heat (1995)
598,5,4.5,Heat (1995)
601,5,3.0,Heat (1995)
602,5,4.0,Heat (1995)
603,5,3.0,Heat (1995)
609,5,5.0,Heat (1995)
0,43,5.0,Seven (a.k.a. Se7en) (1995)
3,43,2.0,Seven (a.k.a. Se7en) (1995)
5,43,4.0,Seven (a.k.a. Se7en) (1995)
7,43,4.0,Seven (a.k.a. Se7en) (1995)
12,43,5.0,Seven (a.k.a. Se7en) (1995)
13,43,5.0,Seven (a.k.a. Se7en) (1995)
14,43,3.5,Seven (a.k.a. Se7en) (1995)
15,43,3.5,Seven (a.k.a. Se7en) (1995)
16,43,4.0,Seven (a.k.a. Se7en) (1995)
17,43,4.5,Seven (a.k.a. Se7en) (1995)
18,43,3.0,Seven (a.k.a. Se7en) (1995)
25,43,4.0,Seven (a.k.a. Se7en) (1995)
27,43,3.0,Seven (a.k.a. Se7en) (1995)
38,43,3.0,Seven (a.k.a. Se7en) (1995)
40,43,3.5,Seven (a.k.a. Se7en) (1995)
41,43,4.0,Seven (a.k.a. Se7en) (1995)
42,43,4.0,Seven (a.k.a. Se7en) (1995)
46,43,3.0,Seven (a.k.a. Se7en) (1995)
53,43,3.0,Seven (a.k.a. Se7en) (1995)
55,43,5.0,Seven (a.k.a. Se7en) (1995)
57,43,5.0,Seven (a.k.a. Se7en) (1995)
61,43,4.5,Seven (a.k.a. Se7en) (1995)
62,43,4.0,Seven (a.k.a. Se7en) (1995)
63,43,4.5,Seven (a.k.a. Se7en) (1995)
65,43,5.0,Seven (a.k.a. Se7en) (1995)
67,43,4.0,Seven (a.k.a. Se7en) (1995)
71,43,4.5,Seven (a.k.a. Se7en) (1995)
74,43,2.0,Seven (a.k.a. Se7en) (1995)
75,43,3.5,Seven (a.k.a. Se7en) (1995)
80,43,3.0,Seven (a.k.a. Se7en) (1995)
81,43,3.5,Seven (a.k.a. Se7en) (1995)
90,43,4.5,Seven (a.k.a. Se7en) (1995)
93,43,2.0,Seven (a.k.a. Se7en) (1995)
101,43,5.0,Seven (a.k.a. Se7en) (1995)
103,43,0.5,Seven (a.k.a. Se7en) (1995)
104,43,5.0,Seven (a.k.a. Se7en) (1995)
108,43,3.0,Seven (a.k.a. Se7en) (1995)
109,43,4.5,Seven (a.k.a. Se7en) (1995)
111,43,5.0,Seven (a.k.a. Se7en) (1995)
115,43,3.5,Seven (a.k.a. Se7en) (1995)
116,43,4.0,Seven (a.k.a. Se7en) (1995)
120,43,3.0,Seven (a.k.a. Se7en) (1995)
121,43,4.5,Seven (a.k.a. Se7en) (1995)
122,43,4.5,Seven (a.k.a. Se7en) (1995)
125,43,5.0,Seven (a.k.a. Se7en) (1995)
128,43,3.5,Seven (a.k.a. Se7en) (1995)
130,43,4.0,Seven (a.k.a. Se7en) (1995)
131,43,4.0,Seven (a.k.a. Se7en) (1995)
132,43,4.0,Seven (a.k.a. Se7en) (1995)
133,43,4.0,Seven (a.k.a. Se7en) (1995)
134,43,5.0,Seven (a.k.a. Se7en) (1995)
135,43,5.0,Seven (a.k.a. Se7en) (1995)
139,43,4.0,Seven (a.k.a. Se7en) (1995)
140,43,3.0,Seven (a.k.a. Se7en) (1995)
141,43,4.0,Seven (a.k.a. Se7en) (1995)
143,43,4.5,Seven (a.k.a. Se7en) (1995)
151,43,5.0,Seven (a.k.a. Se7en) (1995)
155,43,3.5,Seven (a.k.a. Se7en) (1995)
159,43,5.0,Seven (a.k.a. Se7en) (1995)
165,43,4.0,Seven (a.k.a. Se7en) (1995)
170,43,5.0,Seven (a.k.a. Se7en) (1995)
175,43,5.0,Seven (a.k.a. Se7en) (1995)
176,43,4.5,Seven (a.k.a. Se7en) (1995)
177,43,4.5,Seven (a.k.a. Se7en) (1995)
178,43,4.0,Seven (a.k.a. Se7en) (1995)
180,43,3.0,Seven (a.k.a. Se7en) (1995)
181,43,4.0,Seven (a.k.a. Se7en) (1995)
186,43,4.0,Seven (a.k.a. Se7en) (1995)
190,43,4.0,Seven (a.k.a. Se7en) (1995)
191,43,3.0,Seven (a.k.a. Se7en) (1995)
197,43,5.0,Seven (a.k.a. Se7en) (1995)
198,43,3.0,Seven (a.k.a. Se7en) (1995)
199,43,4.0,Seven (a.k.a. Se7en) (1995)
203,43,5.0,Seven (a.k.a. Se7en) (1995)
216,43,2.0,Seven (a.k.a. Se7en) (1995)
218,43,3.5,Seven (a.k.a. Se7en) (1995)
219,43,3.0,Seven (a.k.a. Se7en) (1995)
221,43,4.0,Seven (a.k.a. Se7en) (1995)
222,43,3.0,Seven (a.k.a. Se7en) (1995)
225,43,5.0,Seven (a.k.a. Se7en) (1995)
226,43,5.0,Seven (a.k.a. Se7en) (1995)
229,43,3.0,Seven (a.k.a. Se7en) (1995)
231,43,4.5,Seven (a.k.a. Se7en) (1995)
232,43,3.5,Seven (a.k.a. Se7en) (1995)
238,43,5.0,Seven (a.k.a. Se7en) (1995)
240,43,4.0,Seven (a.k.a. Se7en) (1995)
241,43,5.0,Seven (a.k.a. Se7en) (1995)
246,43,4.0,Seven (a.k.a. Se7en) (1995)
248,43,5.0,Seven (a.k.a. Se7en) (1995)
250,43,5.0,Seven (a.k.a. Se7en) (1995)
253,43,4.5,Seven (a.k.a. Se7en) (1995)
259,43,4.5,Seven (a.k.a. Se7en) (1995)
260,43,4.0,Seven (a.k.a. Se7en) (1995)
267,43,3.0,Seven (a.k.a. Se7en) (1995)
273,43,4.0,Seven (a.k.a. Se7en) (1995)
283,43,3.0,Seven (a.k.a. Se7en) (1995)
285,43,5.0,Seven (a.k.a. Se7en) (1995)
287,43,3.5,Seven (a.k.a. Se7en) (1995)
293,43,2.0,Seven (a.k.a. Se7en) (1995)
296,43,4.0,Seven (a.k.a. Se7en) (1995)
297,43,4.0,Seven (a.k.a. Se7en) (1995)
300,43,4.5,Seven (a.k.a. Se7en) (1995)
301,43,5.0,Seven (a.k.a. Se7en) (1995)
304,43,4.0,Seven (a.k.a. Se7en) (1995)
306,43,4.0,Seven (a.k.a. Se7en) (1995)
312,43,5.0,Seven (a.k.a. Se7en) (1995)
313,43,1.0,Seven (a.k.a. Se7en) (1995)
316,43,5.0,Seven (a.k.a. Se7en) (1995)
317,43,4.0,Seven (a.k.a. Se7en) (1995)
321,43,4.0,Seven (a.k.a. Se7en) (1995)
325,43,4.0,Seven (a.k.a. Se7en) (1995)
327,43,4.5,Seven (a.k.a. Se7en) (1995)
329,43,3.0,Seven (a.k.a. Se7en) (1995)
331,43,4.0,Seven (a.k.a. Se7en) (1995)
333,43,2.0,Seven (a.k.a. Se7en) (1995)
335,43,4.5,Seven (a.k.a. Se7en) (1995)
336,43,5.0,Seven (a.k.a. Se7en) (1995)
338,43,4.5,Seven (a.k.a. Se7en) (1995)
345,43,3.5,Seven (a.k.a. Se7en) (1995)
346,43,3.0,Seven (a.k.a. Se7en) (1995)
350,43,4.5,Seven (a.k.a. Se7en) (1995)
351,43,5.0,Seven (a.k.a. Se7en) (1995)
352,43,5.0,Seven (a.k.a. Se7en) (1995)
353,43,4.0,Seven (a.k.a. Se7en) (1995)
361,43,4.5,Seven (a.k.a. Se7en) (1995)
367,43,4.0,Seven (a.k.a. Se7en) (1995)
368,43,3.5,Seven (a.k.a. Se7en) (1995)
369,43,3.5,Seven (a.k.a. Se7en) (1995)
371,43,5.0,Seven (a.k.a. Se7en) (1995)
372,43,5.0,Seven (a.k.a. Se7en) (1995)
378,43,3.0,Seven (a.k.a. Se7en) (1995)
379,43,5.0,Seven (a.k.a. Se7en) (1995)
380,43,2.0,Seven (a.k.a. Se7en) (1995)
385,43,3.0,Seven (a.k.a. Se7en) (1995)
386,43,4.5,Seven (a.k.a. Se7en) (1995)
390,43,3.0,Seven (a.k.a. Se7en) (1995)
399,43,5.0,Seven (a.k.a. Se7en) (1995)
401,43,3.0,Seven (a.k.a. Se7en) (1995)
402,43,5.0,Seven (a.k.a. Se7en) (1995)
403,43,3.0,Seven (a.k.a. Se7en) (1995)
410,43,4.0,Seven (a.k.a. Se7en) (1995)
411,43,3.0,Seven (a.k.a. Se7en) (1995)
413,43,4.0,Seven (a.k.a. Se7en) (1995)
414,43,4.0,Seven (a.k.a. Se7en) (1995)
416,43,5.0,Seven (a.k.a. Se7en) (1995)
418,43,4.0,Seven (a.k.a. Se7en) (1995)
423,43,5.0,Seven (a.k.a. Se7en) (1995)
424,43,4.5,Seven (a.k.a. Se7en) (1995)
425,43,0.5,Seven (a.k.a. Se7en) (1995)
431,43,4.0,Seven (a.k.a. Se7en) (1995)
432,43,3.0,Seven (a.k.a. Se7en) (1995)
433,43,4.0,Seven (a.k.a. Se7en) (1995)
436,43,4.0,Seven (a.k.a. Se7en) (1995)
440,43,4.5,Seven (a.k.a. Se7en) (1995)
443,43,4.0,Seven (a.k.a. Se7en) (1995)
444,43,4.5,Seven (a.k.a. Se7en) (1995)
445,43,4.0,Seven (a.k.a. Se7en) (1995)
447,43,4.0,Seven (a.k.a. Se7en) (1995)
451,43,5.0,Seven (a.k.a. Se7en) (1995)
452,43,5.0,Seven (a.k.a. Se7en) (1995)
461,43,4.0,Seven (a.k.a. Se7en) (1995)
463,43,5.0,Seven (a.k.a. Se7en) (1995)
467,43,5.0,Seven (a.k.a. Se7en) (1995)
468,43,4.0,Seven (a.k.a. Se7en) (1995)
469,43,3.0,Seven (a.k.a. Se7en) (1995)
473,43,4.0,Seven (a.k.a. Se7en) (1995)
476,43,4.0,Seven (a.k.a. Se7en) (1995)
479,43,4.5,Seven (a.k.a. Se7en) (1995)
482,43,3.5,Seven (a.k.a. Se7en) (1995)
483,43,4.0,Seven (a.k.a. Se7en) (1995)
485,43,3.0,Seven (a.k.a. Se7en) (1995)
488,43,3.0,Seven (a.k.a. Se7en) (1995)
497,43,3.0,Seven (a.k.a. Se7en) (1995)
504,43,5.0,Seven (a.k.a. Se7en) (1995)
506,43,3.0,Seven (a.k.a. Se7en) (1995)
511,43,5.0,Seven (a.k.a. Se7en) (1995)
513,43,4.0,Seven (a.k.a. Se7en) (1995)
516,43,2.0,Seven (a.k.a. Se7en) (1995)
523,43,5.0,Seven (a.k.a. Se7en) (1995)
524,43,3.5,Seven (a.k.a. Se7en) (1995)
533,43,4.0,Seven (a.k.a. Se7en) (1995)
539,43,4.5,Seven (a.k.a. Se7en) (1995)
540,43,1.0,Seven (a.k.a. Se7en) (1995)
541,43,5.0,Seven (a.k.a. Se7en) (1995)
550,43,4.5,Seven (a.k.a. Se7en) (1995)
559,43,4.0,Seven (a.k.a. Se7en) (1995)
560,43,4.5,Seven (a.k.a. Se7en) (1995)
564,43,4.0,Seven (a.k.a. Se7en) (1995)
569,43,3.5,Seven (a.k.a. Se7en) (1995)
572,43,5.0,Seven (a.k.a. Se7en) (1995)
573,43,5.0,Seven (a.k.a. Se7en) (1995)
579,43,5.0,Seven (a.k.a. Se7en) (1995)
583,43,5.0,Seven (a.k.a. Se7en) (1995)
587,43,3.0,Seven (a.k.a. Se7en) (1995)
589,43,3.0,Seven (a.k.a. Se7en) (1995)
596,43,4.0,Seven (a.k.a. Se7en) (1995)
598,43,4.0,Seven (a.k.a. Se7en) (1995)
599,43,4.0,Seven (a.k.a. Se7en) (1995)
600,43,4.0,Seven (a.k.a. Se7en) (1995)
601,43,5.0,Seven (a.k.a. Se7en) (1995)
605,43,3.0,Seven (a.k.a. Se7en) (1995)
607,43,4.5,Seven (a.k.a. Se7en) (1995)
609,43,5.0,Seven (a.k.a. Se7en) (1995)
0,46,5.0,"Usual Suspects, The (1995)"
4,46,4.0,"Usual Suspects, The (1995)"
5,46,1.0,"Usual Suspects, The (1995)"
6,46,4.5,"Usual Suspects, The (1995)"
7,46,5.0,"Usual Suspects, The (1995)"
15,46,4.0,"Usual Suspects, The (1995)"
16,46,4.5,"Usual Suspects, The (1995)"
17,46,5.0,"Usual Suspects, The (1995)"
22,46,4.0,"Usual Suspects, The (1995)"
23,46,4.0,"Usual Suspects, The (1995)"
27,46,3.5,"Usual Suspects, The (1995)"
28,46,3.5,"Usual Suspects, The (1995)"
31,46,5.0,"Usual Suspects, The (1995)"
32,46,5.0,"Usual Suspects, The (1995)"
34,46,5.0,"Usual Suspects, The (1995)"
37,46,5.0,"Usual Suspects, The (1995)"
38,46,5.0,"Usual Suspects, The (1995)"
40,46,3.0,"Usual Suspects, The (1995)"
41,46,5.0,"Usual Suspects, The (1995)"
44,46,5.0,"Usual Suspects, The (1995)"
45,46,5.0,"Usual Suspects, The (1995)"
53,46,3.0,"Usual Suspects, The (1995)"
56,46,5.0,"Usual Suspects, The (1995)"
57,46,5.0,"Usual Suspects, The (1995)"
59,46,3.0,"Usual Suspects, The (1995)"
60,46,4.5,"Usual Suspects, The (1995)"
62,46,5.0,"Usual Suspects, The (1995)"
63,46,3.0,"Usual Suspects, The (1995)"
65,46,4.0,"Usual Suspects, The (1995)"
67,46,3.0,"Usual Suspects, The (1995)"
68,46,5.0,"Usual Suspects, The (1995)"
71,46,4.5,"Usual Suspects, The (1995)"
79,46,4.5,"Usual Suspects, The (1995)"
83,46,4.0,"Usual Suspects, The (1995)"
87,46,5.0,"Usual Suspects, The (1995)"
90,46,4.5,"Usual Suspects, The (1995)"
95,46,5.0,"Usual Suspects, The (1995)"
102,46,4.0,"Usual Suspects, The (1995)"
104,46,5.0,"Usual Suspects, The (1995)"
108,46,4.0,"Usual Suspects, The (1995)"
111,46,5.0,"Usual Suspects, The (1995)"
116,46,4.0,"Usual Suspects, The (1995)"
121,46,5.0,"Usual Suspects, The (1995)"
123,46,4.5,"Usual Suspects, The (1995)"
130,46,4.0,"Usual Suspects, The (1995)"
131,46,4.0,"Usual Suspects, The (1995)"
132,46,3.0,"Usual Suspects, The (1995)"
139,46,3.0,"Usual Suspects, The (1995)"
141,46,5.0,"Usual Suspects, The (1995)"
144,46,5.0,"Usual Suspects, The (1995)"
151,46,4.5,"Usual Suspects, The (1995)"
155,46,4.0,"Usual Suspects, The (1995)"
159,46,4.0,"Usual Suspects, The (1995)"
161,46,4.0,"Usual Suspects, The (1995)"
165,46,5.0,"Usual Suspects, The (1995)"
173,46,3.0,"Usual Suspects, The (1995)"
176,46,4.0,"Usual Suspects, The (1995)"
177,46,4.5,"Usual Suspects, The (1995)"
181,46,4.5,"Usual Suspects, The (1995)"
186,46,4.5,"Usual Suspects, The (1995)"
190,46,5.0,"Usual Suspects, The (1995)"
194,46,5.0,"Usual Suspects, The (1995)"
196,46,3.0,"Usual Suspects, The (1995)"
197,46,5.0,"Usual Suspects, The (1995)"
198,46,4.0,"Usual Suspects, The (1995)"
201,46,4.0,"Usual Suspects, The (1995)"
210,46,4.0,"Usual Suspects, The (1995)"
214,46,5.0,"Usual Suspects, The (1995)"
